"Gene Symbol","Expert Panel",Curator,"Disease Entity","Uploaded date","Precuration date","Disease entity assigned date","Precuration Complete date","Curation Provisional date","Curation Approved date","Recuration assigned date","Retired Assignment date","Published date",Classification,Created,"GCI UUID"
PMS2,"Antibody Deficiencies GCEP",,,,,,,,,,,,,"2022-04-15 20:02:22",
COA3,"Mitochondrial Disease GCEP",,MONDO:0044970,2022-04-18,,,,2022-06-16,2022-08-15,,,2022-12-14,Limited,"2022-04-18 12:16:22",16a7d3d3-c471-4833-b83c-e82982700288
ELAC2,"Mitochondrial Disease GCEP",,MONDO:0044970,2022-04-18,,,,,,,,,,"2022-04-18 12:19:31",133b1017-54ab-4cfa-baa4-7301c9c86409
ACAD9,Prenatal,,,,,,,,,,,,,"2022-04-19 12:41:23",
ADAMTS3,Prenatal,,,,,,,,,,,,,"2022-04-19 12:41:23",
AHCY,Prenatal,,,,,,,,,,,,,"2022-04-19 12:41:23",
ALG1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:41:23",
ALG12,Prenatal,,,,,,,,,,,,,"2022-04-19 12:41:23",
ALG8,Prenatal,,,,,,,,,,,,,"2022-04-19 12:41:24",
ALG9,Prenatal,,,,,,,,,,,,,"2022-04-19 12:41:24",
ALPK3,Prenatal,,,,,,,,,,,,,"2022-04-19 12:41:24",
ARSB,Prenatal,,,,,,,,,,,,,"2022-04-19 12:41:24",
ASAH1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:41:24",
BRAF,Prenatal,,,,,,,,,,,,,"2022-04-19 12:41:24",
BSND,Prenatal,,,,,,,,,,,,,"2022-04-19 12:41:24",
CANT1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:41:24",
CBL,Prenatal,,,,,,,,,,,,,"2022-04-19 12:41:24",
CCBE1,Prenatal,,,,2024-01-24,,,,,,,,,"2022-04-19 12:41:24",
CDAN1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:41:24",
CEP55,Prenatal,,,,,,,,,,,,,"2022-04-19 12:41:24",
CHD7,Prenatal,,,,,,,,,,,,,"2022-04-19 12:41:24",
CHRNA1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:41:24",
CHRND,Prenatal,,,,2024-01-30,,,,,,,,,"2022-04-19 12:41:24",
CHRNG,Prenatal,,MONDO:0100158,,,,,2023-08-08,2023-09-21,,,2023-09-21,Definitive,"2022-04-19 12:41:24",406faa04-9748-467a-999c-4b79fe7846e6
CLCNKA,Prenatal,,,,,,,,,,,,,"2022-04-19 12:41:24",
CLCNKB,Prenatal,,,,,,,,,,,,,"2022-04-19 12:41:24",
CNTN1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:41:24",
COG6,Prenatal,,,,,,,,,,,,,"2022-04-19 12:41:24",
COL2A1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:41:24",
CTSA,Prenatal,,,,,,,,,,,,,"2022-04-19 12:41:24",
DHCR24,Prenatal,,,,,,,,,,,,,"2022-04-19 12:41:24",
DHCR7,Prenatal,,,,,,,,,,,,,"2022-04-19 12:41:24",
DNAH9,Prenatal,,,,,,,,,,,,,"2022-04-19 12:41:24",
DYNC1H1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:41:24",
EBP,Prenatal,,,,,,,,,,,,,"2022-04-19 12:41:24",
ENPP1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:41:24",
EP300,Prenatal,,,,,,,,,,,,,"2022-04-19 12:41:24",
EPHB4,Prenatal,,MONDO:0700080,,,,,,2022-11-03,,,2023-05-09,Definitive,"2022-04-19 12:41:24",719b0e4c-a316-4da9-b5ea-489e8f10da2c
FAT4,Prenatal,,,,,,2023-09-20,,,,,,,"2022-04-19 12:41:24",
FBXW11,Prenatal,,,,,,,,,,,,,"2022-04-19 12:41:24",
FGFR3,Prenatal,,,,,,,,,,,,,"2022-04-19 12:41:24",
FIG4,Prenatal,,,,,,,,,,,,,"2022-04-19 12:41:24",
FLT4,Prenatal,,MONDO:0007919,,,,,,2022-12-19,,,2023-05-16,Definitive,"2022-04-19 12:41:24",b114e459-2052-42d6-8e01-708259480b78
FOXC2,Prenatal,,MONDO:0007922,,,,2023-05-23,2024-01-05,,,,,Definitive,"2022-04-19 12:41:24",408bd0f3-9a04-42e3-9b44-8d96ce357104
FOXP3,Prenatal,,MONDO:0010580,,2023-05-23,,,,,,,,,"2022-04-19 12:41:24",f0845bad-5ee4-4541-88b9-c56da78073e4
FRAS1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:41:24",
FREM2,Prenatal,,,,,,,,,,,,,"2022-04-19 12:41:24",
G6PD,Prenatal,,,,,,,,,,,,,"2022-04-19 12:41:24",
GAA,Prenatal,,,,,,,,,,,,,"2022-04-19 12:41:24",
GALC,Prenatal,,,,,,,,,,,,,"2022-04-19 12:41:24",
GALNS,Prenatal,,,,,,,,,,,,,"2022-04-19 12:41:24",
GATA1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:41:24",
GBA,Prenatal,,,,,,,,,,,,,"2022-04-19 12:42:41",
GBE1,Prenatal,,MONDO:0009292,,,,,2023-08-29,2023-09-21,,,2023-09-21,Definitive,"2022-04-19 12:42:41",7c5ca65d-2e07-415e-9239-14b20adee9e3
GLA,Prenatal,,,,,,,,,,,,,"2022-04-19 12:42:41",
GLB1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:42:41",
GLUL,Prenatal,,,,,,,,,,,,,"2022-04-19 12:42:41",
GNPTAB,Prenatal,,,,,,,,,,,,,"2022-04-19 12:42:41",
GRIP1,Prenatal,,MONDO:0054739,,,,,,2023-03-14,,,2023-05-09,Definitive,"2022-04-19 12:42:41",289da49d-0508-47f4-9d49-679f82dbf126
GUSB,Prenatal,,,,,,,,,,,,,"2022-04-19 12:42:41",
HADH,Prenatal,,,,,,,,,,,,,"2022-04-19 12:42:41",
HADHA,Prenatal,,,,,,,,,,,,,"2022-04-19 12:42:41",
HADHB,Prenatal,,,,,,,,,,,,,"2022-04-19 12:42:41",
HBA1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:42:41",
HBA2,Prenatal,,,,,,,,,,,,,"2022-04-19 12:42:41",
HRAS,Prenatal,,,,,,,,,,,,,"2022-04-19 12:42:41",
IDUA,Prenatal,,,,,,,,,,,,,"2022-04-19 12:42:41",
KAT6B,Prenatal,,,,,,,,,,,,,"2022-04-19 12:42:41",
KCNJ1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:42:41",
KDM6A,Prenatal,,,,,,,,,,,,,"2022-04-19 12:42:41",
KIAA0586,Prenatal,,,,,,,,,,,,,"2022-04-19 12:42:41",
KIF23,Prenatal,,,,2023-02-28,,,,,,,,,"2022-04-19 12:42:41",
KLF1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:42:41",
KLHL40,Prenatal,,,,,,,,,,,,,"2022-04-19 12:42:41",
KMT2D,Prenatal,,,,,,,,,,,,,"2022-04-19 12:42:41",
KRAS,Prenatal,,,,,,,,,,,,,"2022-04-19 12:42:41",
LBR,Prenatal,,,,,,,,,,,,,"2022-04-19 12:42:41",
LIPA,Prenatal,,,,,,,,,,,,,"2022-04-19 12:42:42",
LZTR1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:42:42",
MAP2K1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:42:42",
MAP2K2,Prenatal,,,,,,,,,,,,,"2022-04-19 12:42:42",
MGAT2,Prenatal,,,,,,,,,,,,,"2022-04-19 12:42:42",
MID1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:42:42",
MVK,Prenatal,,,,,,,,,,,,,"2022-04-19 12:42:42",
MYH3,Prenatal,,,,,,,,,,,,,"2022-04-19 12:42:42",
NEB,Prenatal,,,,,,,,,,,,,"2022-04-19 12:42:42",
NEK1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:42:42",
NEU1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:42:42",
NPC1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:42:42",
NPC2,Prenatal,,,,,,,,,,,,,"2022-04-19 12:42:42",
NRAS,Prenatal,,,,,,,,,,,,,"2022-04-19 12:42:42",
PEX1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:42:42",
PEX10,Prenatal,,,,,,,,,,,,,"2022-04-19 12:42:42",
PEX12,Prenatal,,,,,,,,,,,,,"2022-04-19 12:42:42",
PEX13,Prenatal,,,,,,,,,,,,,"2022-04-19 12:42:42",
PEX14,Prenatal,,,,,,,,,,,,,"2022-04-19 12:42:42",
PEX16,Prenatal,,,,,,,,,,,,,"2022-04-19 12:42:42",
PEX19,Prenatal,,,,,,,,,,,,,"2022-04-19 12:42:42",
PEX2,Prenatal,,,,,,,,,,,,,"2022-04-19 12:42:42",
PEX26,Prenatal,,,,,,,,,,,,,"2022-04-19 12:42:42",
PEX3,Prenatal,,,,,,,,,,,,,"2022-04-19 12:42:42",
PEX5,Prenatal,,,,,,,,,,,,,"2022-04-19 12:42:42",
PEX6,Prenatal,,,,,,,,,,,,,"2022-04-19 12:44:14",
PEX7,Prenatal,,,,,,,,,,,,,"2022-04-19 12:44:14",
PHGDH,Prenatal,,,,,,,,,,,,,"2022-04-19 12:44:14",
PIEZO1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:44:14",
PIGA,Prenatal,,,,,,,,,,,,,"2022-04-19 12:44:14",
PKLR,Prenatal,"Julie Ratliff",MONDO:0009950,,,,2023-11-08,,,,,,,"2022-04-19 12:44:14",
PMM2,Prenatal,,,,,,,,,,,,,"2022-04-19 12:44:14",
POU3F3,Prenatal,,,,,,,,,,,,,"2022-04-19 12:44:14",
PSAT1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:44:14",
PTH1R,Prenatal,,,,,,,,,,,,,"2022-04-19 12:44:14",
PTPN11,Prenatal,,,,,,,,,,,,,"2022-04-19 12:44:14",
RAF1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:44:14",
RASA1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:44:14",
RIT1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:44:14",
RPL11,Prenatal,,,,,,,,,,,,,"2022-04-19 12:44:14",
RPL15,Prenatal,,,,,,,,,,,,,"2022-04-19 12:44:14",
RPL27,Prenatal,,,,,,,,,,,,,"2022-04-19 12:44:14",
RPL35A,Prenatal,,,,,,,,,,,,,"2022-04-19 12:44:14",
RPL5,Prenatal,,,,,,,,,,,,,"2022-04-19 12:44:14",
RPS10,Prenatal,,,,,,,,,,,,,"2022-04-19 12:44:14",
RPS17,Prenatal,,,,,,,,,,,,,"2022-04-19 12:44:14",
RPS19,Prenatal,,,,,,,,,,,,,"2022-04-19 12:44:14",
RPS24,Prenatal,,,,,,,,,,,,,"2022-04-19 12:44:14",
RPS26,Prenatal,,,,,,,,,,,,,"2022-04-19 12:44:14",
RPS27,Prenatal,,,,,,,,,,,,,"2022-04-19 12:44:14",
RPS29,Prenatal,,,,,,,,,,,,,"2022-04-19 12:44:14",
RPS7,Prenatal,,,,,,,,,,,,,"2022-04-19 12:44:15",
RYR1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:44:15",
SEC23B,Prenatal,,,,,,,,,,,,,"2022-04-19 12:44:15",
SF3B4,Prenatal,,,,,,,,,,,,,"2022-04-19 12:44:15",
SGPL1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:44:15",
SHOC2,Prenatal,,,,,,,,,,,,,"2022-04-19 12:44:15",
SLC12A1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:44:15",
SLC17A5,Prenatal,,,,,,,,,,,,,"2022-04-19 12:44:15",
SLC22A5,Prenatal,,,,,,,,,,,,,"2022-04-19 12:44:15",
SLC26A2,Prenatal,,,,,,,,,,,,,"2022-04-19 12:44:15",
SMPD1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:44:15",
SOS1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:44:15",
SOS2,Prenatal,,,,,,,,,,,,,"2022-04-19 12:44:15",
SOX18,Prenatal,,,,,,,,,,,,,"2022-04-19 12:44:15",
STAT3,Prenatal,,,,,,,,,,,,,"2022-04-19 12:44:15",
SUMF1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:44:15",
SUZ12,Prenatal,,,,,,,,,,,,,"2022-04-19 12:44:15",
TALDO1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:44:15",
TAPT1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:44:15",
UROS,Prenatal,,,,,,,,,,,,,"2022-04-19 12:44:15",
WDFY3,Prenatal,,,,,,,,,,,,,"2022-04-19 12:44:15",
WDR35,Prenatal,,,,,,,,,,,,,"2022-04-19 12:44:15",
ZEB2,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
ABCB4,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
ACE,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
ACTB,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
ACTC1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
ACTN2,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
AKAP9,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
AKT1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
ALPL,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
AMER1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
ANK2,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
ANKRD1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
ARID1B,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
ARX,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
ATP8B1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
B4GALT7,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
BAG3,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
CACNA1C,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
CACNA2D1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
CACNB2,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
CALM1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
CALM2,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
CALR3,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
CASQ2,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
CAV3,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
CC2D2A,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
CDKN1C,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
CEP120,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
CEP290,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
CHST14,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
CHUK,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
CNTNAP1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
COG8,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
COL11A1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
COL11A2,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
COL1A1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
COL1A2,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
COQ4,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
COQ9,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
CPT2,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
CRB2,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
CREBBP,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
CRYAB,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
CSPP1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
CSRP3,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
CTF1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
CTSD,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
CYP11A1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
DAG1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:45:34",
DES,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:52",
DIS3L2,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:52",
DMD,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:52",
DMPK,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:52",
DOK7,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:52",
DSC2,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:52",
DSG2,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:52",
DSP,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:52",
EMD,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:52",
ESCO2,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:52",
ETFA,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:52",
ETFB,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:52",
ETFDH,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:52",
EVC2,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:52",
EXOSC3,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:52",
EYA4,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:52",
FAM111A,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:52",
FAM20C,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:52",
FANCB,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:52",
FBN1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:52",
FBXL4,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:52",
FGFR2,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:52",
FHL2,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:52",
FKTN,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:52",
FLNA,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:52",
FLNB,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:52",
FLVCR2,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:52",
FOXF1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:52",
FXN,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:52",
GATA4,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:53",
GATAD1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:53",
GDF5,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:53",
GLDN,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:53",
GLE1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:53",
GPC3,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:53",
GPD1L,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:53",
GPI,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:53",
HCN4,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:53",
HNF1B,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:53",
HSPG2,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:53",
HYLS1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:53",
ILK,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:53",
INPPL1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:53",
INTU,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:53",
INVS,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:53",
JAG1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:53",
JPH2,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:53",
JUP,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:53",
KCND3,Prenatal,,,,,,,,,,,,,"2022-04-19 12:46:53",
KCNE1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:49:11",
KCNE2,Prenatal,,,,,,,,,,,,,"2022-04-19 12:49:11",
KCNE3,Prenatal,,,,,,,,,,,,,"2022-04-19 12:49:11",
KCNH2,Prenatal,,,,,,,,,,,,,"2022-04-19 12:49:11",
KCNJ2,Prenatal,,,,,,,,,,,,,"2022-04-19 12:49:11",
KCNJ5,Prenatal,,,,,,,,,,,,,"2022-04-19 12:49:11",
KCNJ8,Prenatal,,,,,,,,,,,,,"2022-04-19 12:49:11",
KCNQ1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:49:11",
KIAA1109,Prenatal,,,,,,,,,,,,,"2022-04-19 12:49:11",
KLHL24,Prenatal,,,,,,,,,,,,,"2022-04-19 12:49:11",
LAMA4,Prenatal,,,,,,,,,,,,,"2022-04-19 12:49:11",
LAMP2,Prenatal,,,,,,,,,,,,,"2022-04-19 12:49:11",
LMNA,Prenatal,,,,,,,,,,,,,"2022-04-19 12:49:11",
MKS1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:49:11",
MUSK,Prenatal,,,,,,,,,,,,,"2022-04-19 12:49:11",
MYBPC3,Prenatal,,,,,,,,,,,,,"2022-04-19 12:49:11",
MYH6,Prenatal,,,,,,,,,,,,,"2022-04-19 12:49:11",
MYH7,Prenatal,,,,,,,,,,,,,"2022-04-19 12:49:11",
MYL2,Prenatal,,,,,,,,,,,,,"2022-04-19 12:49:11",
MYL3,Prenatal,,,,,,,,,,,,,"2022-04-19 12:49:11",
MYLK2,Prenatal,,,,,,,,,,,,,"2022-04-19 12:49:11",
MYOM1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:49:11",
MYOZ2,Prenatal,,,,,,,,,,,,,"2022-04-19 12:49:11",
MYPN,Prenatal,,,,,,,,,,,,,"2022-04-19 12:49:11",
NDUFB11,Prenatal,,,,,,,,,,,,,"2022-04-19 12:49:11",
NEBL,Prenatal,,,,,,,,,,,,,"2022-04-19 12:49:11",
NEXN,Prenatal,,,,,,,,,,,,,"2022-04-19 12:49:11",
NIPBL,Prenatal,,,,,,,,,,,,,"2022-04-19 12:49:11",
OFD1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:49:11",
PADI6,Prenatal,,,,,,,,,,,,,"2022-04-19 12:49:11",
PDLIM3,Prenatal,,,,,,,,,,,,,"2022-04-19 12:49:11",
PKD2,Prenatal,,,,,,,,,,,,,"2022-04-19 12:49:11",
PKHD1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:49:11",
PKP2,Prenatal,,,,,,,,,,,,,"2022-04-19 12:49:11",
PLN,Prenatal,,,,,,,,,,,,,"2022-04-19 12:49:11",
PLOD2,Prenatal,,,,,,,,,,,,,"2022-04-19 12:49:11",
POMT2,Prenatal,,,,,,,,,,,,,"2022-04-19 12:49:11",
PRKAG2,Prenatal,,,,,,,,,,,,,"2022-04-19 12:49:11",
PSEN1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:49:11",
PSEN2,Prenatal,,,,,,,,,,,,,"2022-04-19 12:49:11",
PTEN,Prenatal,,,,,,,,,,,,,"2022-04-19 12:49:11",
RANGRF,Prenatal,,,,,,,,,,,,,"2022-04-19 12:49:11",
RAPSN,Prenatal,,,,,,,,,,,,,"2022-04-19 12:49:11",
RBM20,Prenatal,,,,,,,,,,,,,"2022-04-19 12:49:11",
REN,Prenatal,,,,,,,,,,,,,"2022-04-19 12:49:11",
RET,Prenatal,,,,,,,,,,,,,"2022-04-19 12:49:11",
RIPK4,Prenatal,,,,,,,,,,,,,"2022-04-19 12:50:53",
RNU4ATAC,Prenatal,,,,,,,,,,,,,"2022-04-19 12:50:53",
RPGRIP1L,Prenatal,,,,,,,,,,,,,"2022-04-19 12:50:53",
RYR2,Prenatal,,,,,,,,,,,,,"2022-04-19 12:50:53",
SBDS,Prenatal,,,,,,,,,,,,,"2022-04-19 12:50:53",
SCN1B,Prenatal,,,,,,,,,,,,,"2022-04-19 12:50:53",
SCN3B,Prenatal,,,,,,,,,,,,,"2022-04-19 12:50:53",
SCN4B,Prenatal,,,,,,,,,,,,,"2022-04-19 12:50:53",
SCN5A,Prenatal,,,,,,,,,,,,,"2022-04-19 12:50:53",
SGCD,Prenatal,,,,,,,,,,,,,"2022-04-19 12:50:53",
SLC35D1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:50:53",
SMN1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:50:53",
SNTA1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:50:53",
STRA6,Prenatal,,,,,,,,,,,,,"2022-04-19 12:50:53",
TBX1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:50:53",
TCAP,Prenatal,,,,,,,,,,,,,"2022-04-19 12:50:53",
TCOF1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:50:53",
TGFB3,Prenatal,,,,,,,,,,,,,"2022-04-19 12:50:53",
TLE6,Prenatal,,,,2022-11-17,,,,,,2023-11-07,,,"2022-04-19 12:50:53",
TMEM107,Prenatal,,,,,,,,,,,,,"2022-04-19 12:50:53",
TMEM231,Prenatal,,,,,,,,,,,,,"2022-04-19 12:50:53",
TMEM43,Prenatal,,,,,,,,,,,,,"2022-04-19 12:50:53",
TMPO,Prenatal,,,,,,,,,,,,,"2022-04-19 12:50:53",
TNNC1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:50:53",
TNNI3,Prenatal,,,,,,,,,,,,,"2022-04-19 12:50:53",
TNNT2,Prenatal,,,,,,,,,,,,,"2022-04-19 12:50:53",
TPM1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:50:53",
TRDN,Prenatal,,,,,,,,,,,,,"2022-04-19 12:50:53",
TTC21B,Prenatal,,,,,,,,,,,,,"2022-04-19 12:50:53",
TTN,Prenatal,,,,,,,,,,,,,"2022-04-19 12:50:53",
TTR,Prenatal,,,,,,,,,,,,,"2022-04-19 12:50:53",
TXNRD2,Prenatal,,,,,,,,,,,,,"2022-04-19 12:50:53",
UBR1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:50:53",
VCL,Prenatal,,,,,,,,,,,,,"2022-04-19 12:50:53",
WT1,Prenatal,,,,,,,,,,,,,"2022-04-19 12:50:54",
ZMPSTE24,Prenatal,,,,,,,,,,,,,"2022-04-19 12:50:54",
PIK3CD,"Antibody Deficiencies GCEP","Shruthi Mohan",MONDO:0014222,,,,2021-06-15,,2022-04-19,,,2022-04-20,,"2022-04-20 17:32:49",04db3fff-d1aa-4941-83d4-2bb662e08f8a
IKZF2,"Antibody Deficiencies GCEP",,,,,,,,,,,,,"2022-04-21 17:09:51",
IKZF3,"Antibody Deficiencies GCEP",,,,,,,,,,,,,"2022-04-21 17:09:51",
HSPG2,"Syndromic Disorders GCEP",,MONDO:0009140,2022-04-26,,,,2022-05-21,2022-04-26,,,2022-05-21,Definitive,"2022-04-26 09:12:18",5caead8a-271c-414c-9179-b81b3614eb22
DNAJB11,"Kidney Cystic and Ciliopathy GCEP","Tam Sneddon",MONDO:0005308,2022-04-28,2022-02-09,,,2022-06-30,2022-04-27,,,2023-03-10,Limited,"2022-04-28 10:54:27",c5809a18-a517-473f-9899-f2b0685dc830
MFN2,"Mitochondrial Disease GCEP",,MONDO:0044970,2022-05-11,,,,,,,,,,"2022-05-11 12:27:02",
ACP2,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:39:53",
ACP5,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:39:53",
ADCY5,"Cerebral Palsy",,,,,,,,,,,,,"2022-05-11 13:39:53",
